Note: The following shows the average score of three different participants on the same questionnaire.

Questionnaire ID	Attributes	States	Entity  Relationships	Visual Effects	Semantic Consistency
2030	4.055555556	3.75	3.571428571	3.466666667	3.712121212
2031	4	4	3.904761905	3.8	3.924242424
2032	3.944444444	3.666666667	3.904761905	3.933333333	3.878787879
2033	3.888888889	3.75	4.095238095	4.133333333	3.984848485
2034	3	3.333333333	3.19047619	3.666666667	3.272727273
2035	3.722222222	3.333333333	3.333333333	3.066666667	3.378787879
2036	3.888888889	3.083333333	3.428571429	3.6	3.53030303
2037	3.777777778	3.333333333	3.666666667	3.4	3.575757576
2038	3.555555556	2.916666667	2	2.933333333	2.803030303
2039	3.388888889	3.583333333	3.380952381	3.266666667	3.393939394
2040	3.555555556	3.583333333	2.952380952	3.2	3.287878788
2041	3.944444444	3.666666667	3.142857143	3.666666667	3.575757576
2042	3.777777778	3.75	3.666666667	3.733333333	3.727272727
2043	3.944444444	3.916666667	3.666666667	3.8	3.818181818
2044	3.611111111	3.583333333	3.523809524	3.4	3.53030303
2045	3.888888889	3.666666667	3.476190476	3.8	3.696969697
2046	3.666666667	4.5	3.714285714	3.8	3.863636364
2047	4.388888889	4.333333333	4.047619048	4.133333333	4.212121212
2048	4.333333333	3.666666667	4.19047619	4.066666667	4.106060606
2049	4.055555556	4.25	4.238095238	3.866666667	4.106060606
2050	4.333333333	3.416666667	4	3.666666667	3.909090909
2051	4.166666667	3.583333333	3.857142857	4	3.924242424
2052	3.777777778	3.75	3.857142857	3.8	3.803030303
2053	4.111111111	3.416666667	3.761904762	3.533333333	3.742424242
2054	3.833333333	3.25	3	2.266666667	3.106060606
2055	3.166666667	3.416666667	3.80952381	3.466666667	3.484848485
2056	4.277777778	4.083333333	3.952380952	4	4.075757576
2057	4.111111111	3.833333333	3.714285714	4.133333333	3.939393939
2058	3.888888889	3.833333333	3.761904762	3.933333333	3.848484848
2059	3.444444444	2.833333333	3.142857143	3.533333333	3.257575758
2060	4	3.333333333	3.523809524	3.666666667	3.651515152
2061	4.333333333	3.75	4.238095238	3.733333333	4.060606061
2062	4.166666667	3.916666667	4.238095238	4	4.106060606
2063	3.555555556	3.75	3.952380952	3.733333333	3.757575758
2064	3.388888889	3.916666667	3.761904762	3.4	3.606060606
2065	3.388888889	3.416666667	3.333333333	3.133333333	3.318181818
2066	4.111111111	3.583333333	3.523809524	3.466666667	3.681818182
2067	3.944444444	3.5	3	3.8	3.53030303
2068	4.388888889	3.583333333	4.047619048	3.466666667	3.924242424
2069	4.166666667	3.416666667	3.666666667	3.733333333	3.772727273
2070	4.444444444	3.5	4.238095238	3.6	4.015151515
2071	4.166666667	3.5	3.380952381	3.8	3.712121212
2072	4.166666667	4.25	3.761904762	3.533333333	3.909090909
2073	4.222222222	3.083333333	3.952380952	3.8	3.833333333
2074	4.222222222	4.166666667	3.619047619	3.866666667	3.939393939
2075	3.888888889	3.75	3.714285714	3.8	3.787878788
2076	3.555555556	3.833333333	3.666666667	3.8	3.696969697
2077	4.333333333	4.25	4.380952381	4.266666667	4.318181818
2078	4.388888889	4.25	4.095238095	3.666666667	4.106060606
2079	4.111111111	4.25	4.142857143	4.2	4.166666667
2080	4	3.833333333	3.619047619	3.4	3.712121212
2081	4.055555556	3.416666667	3.619047619	3.666666667	3.712121212
2082	3.944444444	3.416666667	3.857142857	3.8	3.787878788
2083	3.944444444	3.416666667	3.666666667	4	3.772727273
2084	4.166666667	3.916666667	3.857142857	4	3.984848485
2085	4.222222222	4.25	3.952380952	3.6	4
2086	3.055555556	3.5	3.142857143	3.4	3.242424242
2087	3.722222222	3.666666667	3.761904762	3.4	3.651515152
2088	4.055555556	4.25	3.952380952	3.933333333	4.03030303
2089	4.166666667	4.333333333	3.952380952	4.266666667	4.151515152
2090	3.888888889	4	3.428571429	3.533333333	3.681818182
2091	3.944444444	3.833333333	3.523809524	3.933333333	3.787878788
2092	3.611111111	3.5	3.571428571	3.4	3.53030303
2093	3.722222222	3.666666667	3.428571429	3.466666667	3.560606061
2094	3.666666667	3.333333333	3.238095238	3.6	3.454545455
2095	3.555555556	4	3.619047619	3.666666667	3.681818182
2096	3.666666667	2.833333333	3.047619048	3.266666667	3.227272727
2097	4.111111111	4.083333333	3.476190476	3.933333333	3.863636364
2098	4.166666667	3.25	3.380952381	4.266666667	3.772727273
2099	3.944444444	4.083333333	3.952380952	4.2	4.03030303
2100	4.444444444	3.833333333	4.142857143	4	4.136363636
2101	3.777777778	3.333333333	3.619047619	3.333333333	3.545454545
2102	3.888888889	4.333333333	3.666666667	3.8	3.878787879
2103	3.388888889	3.833333333	3.142857143	3.466666667	3.409090909
2104	3.888888889	3.75	3.571428571	3.6	3.696969697
2105	3.666666667	3.416666667	3	3.533333333	3.378787879
2106	4.333333333	4.333333333	3.428571429	4.266666667	4.03030303
2107	4.444444444	4.333333333	3.857142857	4.066666667	4.151515152
2108	4.277777778	4.5	4.238095238	4.2	4.287878788
2109	4.444444444	3.916666667	3.80952381	3.8	4
2110	4.5	4	3.714285714	4.266666667	4.106060606
2111	4.666666667	4.666666667	4.095238095	4.333333333	4.409090909
2112	4.111111111	3.583333333	3.714285714	3.933333333	3.848484848
2113	4.333333333	4.083333333	3.428571429	3.733333333	3.863636364
2114	3.722222222	3.5	3.380952381	3.533333333	3.53030303
2115	3.444444444	3	3.047619048	3.466666667	3.242424242
2116	3.777777778	3.5	3.047619048	3.066666667	3.333333333
2117	4.166666667	3.666666667	3.333333333	3.6	3.681818182
2118	4	3.583333333	2.857142857	3.6	3.46969697
2119	4.388888889	4.416666667	3.476190476	4.2	4.060606061
2120	4.666666667	3.416666667	3.523809524	3.866666667	3.893939394
2121	3.777777778	3.25	3.238095238	3.533333333	3.454545455
2122	3.777777778	3.166666667	3	3.266666667	3.303030303
2123	4.166666667	4.416666667	3.80952381	4	4.060606061
2124	4.166666667	4.416666667	3.666666667	4	4.015151515
2125	4.055555556	3.5	3.571428571	3.266666667	3.621212121
2126	3.555555556	3.25	3.047619048	3.4	3.303030303
2127	3.222222222	3.75	3.571428571	3.6	3.515151515
2128	3.555555556	4.083333333	3.523809524	4.133333333	3.772727273
2129	3.222222222	4	3.619047619	4	3.666666667
2130	3.944444444	3.333333333	3.333333333	3.733333333	3.590909091
2131	3.722222222	3.583333333	3.714285714	3.6	3.666666667
2132	3.944444444	4.25	4.095238095	4.266666667	4.121212121
2133	3.833333333	4	3.761904762	4	3.878787879
2134	4.444444444	4.083333333	3.714285714	4.133333333	4.075757576
2135	3.777777778	4.25	3.857142857	3.8	3.893939394
2136	4.222222222	4	3.523809524	3.8	3.863636364
2137	3.888888889	4.083333333	3.047619048	3.533333333	3.575757576
2138	4.333333333	4.25	3.19047619	3.4	3.742424242
2139	3.611111111	3.666666667	3.333333333	3.266666667	3.454545455
2140	3.777777778	3	3.333333333	3.2	3.363636364
